DF,Race_Event,Columna,Tipos_distintos,Nulos,Strings_vacios,Ejemplos,Ejemplos_por_tipo
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_gender,['str'],1868,0,['male'],{'str': ['male']}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_gunTime,[],1871,0,[],{}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_medical reason,[],1871,0,[],{}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_name,['str'],1865,0,"['JESÚS MARíA', 'FERNANDO', 'FRAN', 'EDUARDO', 'ANDRES', 'Dorsal']","{'str': ['JESÚS MARíA', 'FERNANDO', 'FRAN']}"
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_nationality,['str'],1868,1,"['GBR', 'ESP', '']","{'str': ['GBR', 'ESP', '']}"
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_phone,['str'],1870,0,['+44 00447791085332'],{'str': ['+44 00447791085332']}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_status,['str'],513,0,"['retired', 'quarantine', 'disqualified']","{'str': ['retired', 'quarantine', 'disqualified']}"
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_statusNote,['str'],1837,0,"['SU PADRE CORRIO CON SU DORSAL', 'RFEA - Por falta de puntos de control', 'INDICADO JUECES']","{'str': ['SU PADRE CORRIO CON SU DORSAL', 'RFEA - Por falta de puntos de control', 'INDICADO JUECES']}"
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_surname,['str'],1855,0,"['RODRÍGUEZ LOPEZ', 'BORDIGNON', 'DIEGO SÁNCHEZ', 'GARCÍA GARCíA', 'CARRILLO SERRADELL', 'GARCÍA GONZALEZ', 'ALVAREZ PONCE', 'APARICIO CARRASCOSA', 'LOZANO GRIJOTA', 'CHIMDESA KUMSA']","{'str': ['RODRÍGUEZ LOPEZ', 'BORDIGNON', 'DIEGO SÁNCHEZ']}"
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_team,['str'],1870,0,['Los Lentos'],{'str': ['Los Lentos']}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_user_id,[],1871,0,[],{}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,data_wave,['str'],1870,0,['Maratón Silla de Ruedas'],{'str': ['Maratón Silla de Ruedas']}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,event_id,['str'],0,0,['independiente'],{'str': ['independiente']}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,issue_id,['str'],0,0,"['2b2b1810-9256-11ec-ab3e-1f2d1eb9663d', '1aafa3d0-90ed-11ec-b566-21716ccf5a1a', 'b0db3f80-9107-11ec-8200-edad9d58d0b0', 'c7dcf3e0-922e-11ec-bd24-cb1c756a584c', 'f605eb70-93cb-11ec-b999-cfb651696c46', 'e6070260-922f-11ec-bd24-cb1c756a584c', '31f6c4b0-93cc-11ec-b999-cfb651696c46', 'f3e6afb0-9230-11ec-bd24-cb1c756a584c', 'c3ad4860-94a9-11ec-a4db-ad133e8926c7', 'c43253b0-9234-11ec-90e1-a54d31285d70']","{'str': ['2b2b1810-9256-11ec-ab3e-1f2d1eb9663d', '1aafa3d0-90ed-11ec-b566-21716ccf5a1a', 'b0db3f80-9107-11ec-8200-edad9d58d0b0']}"
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,race_id,['str'],0,0,['8bbfdd2e-da3d-4934-a1c5-8fbd303d4974'],{'str': ['8bbfdd2e-da3d-4934-a1c5-8fbd303d4974']}
issues_data_df,8bbfdd2e-da3d-4934-a1c5-8fbd303d4974-independiente,event_std,['str'],0,0,['independiente'],{'str': ['independiente']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,athlete_id,"['str', 'int']",0,0,"[8250, '8250', 904, '904', 6776, '6776', 7240, '7240', 8354, '8354']","{'str': ['8250', '904', '6776'], 'int': [8250, 904, 6776]}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Camiseta Finisher,['str'],69421,0,"['XL-Hombre', 'M-Hombre', 'L-Hombre', 'S-Mujer', 'S-Hombre', 'M-Mujer', 'XS-Hombre', 'XS-Mujer', 'XXL-Hombre', 'XL-Mujer']","{'str': ['XL-Hombre', 'M-Hombre', 'L-Hombre']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Camiseta entregada,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Código Postal,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Dorsal entregado,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_EPC,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Email,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Emergency Phone,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Federado,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_LOCALIZADOR,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Language,['str'],55779,0,"['es', 'en']","{'str': ['es', 'en']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Licencia,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Localidad,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Medal,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Message,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Nacionalidad,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_PAIS,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_PAÍS,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_PAíS,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Pais,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_País de residencia,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Pers Contacto,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Pic,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Provincia,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_TALLA,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_TIEMPO ESTIMADO,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Talla,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Telf Emergencia,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_Teléfono emergencia,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_UNIVERSIDAD,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_ZURICH,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_birthdate,['Timestamp'],55780,0,"[Timestamp('1988-02-07 00:00:00'), Timestamp('1998-06-16 00:00:00'), Timestamp('1989-04-08 00:00:00'), Timestamp('1975-05-10 00:00:00'), Timestamp('1993-01-20 00:00:00'), Timestamp('2001-08-10 00:00:00'), Timestamp('1974-03-31 00:00:00'), Timestamp('1979-12-12 00:00:00'), Timestamp('1983-09-10 00:00:00'), Timestamp('1979-05-18 00:00:00')]","{'Timestamp': [Timestamp('1988-02-07 00:00:00'), Timestamp('1998-06-16 00:00:00'), Timestamp('1989-04-08 00:00:00')]}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_category,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_club,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_comments,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_document,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_dorsal,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_e-mail,['str'],42051,0,"['pulido_corte@hotmail.com', 'florian.mougel98@gmail.com', 'pedro.teles.fonseca@outlook.com', 'dweldon26.dw@gmail.com', 'fernandopaunero@gmail.com', 'pedrocardenasmartin@gmail.com', 'ashraf74f@gmail.com', 'anna.garcia.sans@gmail.com', 'aci_1983@outlook.com', 'r_margom@hotmail.com']","{'str': ['pulido_corte@hotmail.com', 'florian.mougel98@gmail.com', 'pedro.teles.fonseca@outlook.com']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_event,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_gender,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_gunTime,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_medical reason,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_name,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_nationality,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_phone,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_status,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_statusNote,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_surname,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_team,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_user_id,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,data_wave,[],69507,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,event_id,['str'],0,0,['Maratón'],{'str': ['Maratón']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,issue_id,['str'],0,0,"['b9679bf0-eeae-11ef-8d6b-2d20f644acaf', 'c13b2120-eeaf-11ef-8d6b-2d20f644acaf', 'bbf0c190-eedf-11ef-aefd-4527d5007596', '05cca970-f1b8-11ef-b5fd-bf8734a7469a', '099faa70-f1b8-11ef-9681-733b5a1624ca', '7b89e260-f1c5-11ef-b5ab-7579202c6cfd', '0c9d8f30-f05a-11ef-bbbc-35143f66ea59', '59f391b0-f1c9-11ef-b5ab-7579202c6cfd', '12a34300-f1ec-11ef-bc25-9fbe5786f204', 'ea0ab3c0-f1d6-11ef-8383-3976fbc3433a']","{'str': ['b9679bf0-eeae-11ef-8d6b-2d20f644acaf', 'c13b2120-eeaf-11ef-8d6b-2d20f644acaf', 'bbf0c190-eedf-11ef-aefd-4527d5007596']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,race_id,['str'],0,0,['af5c5746-04e8-42ab-9610-b12f0d9125b1'],{'str': ['af5c5746-04e8-42ab-9610-b12f0d9125b1']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón,event_std,['str'],0,0,['maraton'],{'str': ['maraton']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,athlete_id,['str'],0,0,"['407', '404', '408', '414', '413', '412', '405', '409', '410', '406']","{'str': ['407', '404', '408']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Camiseta Finisher,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Camiseta entregada,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Código Postal,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Dorsal entregado,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_EPC,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Email,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Emergency Phone,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Federado,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_LOCALIZADOR,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Language,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Licencia,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Localidad,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Medal,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Message,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Nacionalidad,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_PAIS,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_PAÍS,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_PAíS,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Pais,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_País de residencia,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Pers Contacto,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Pic,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Provincia,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_TALLA,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_TIEMPO ESTIMADO,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Talla,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Telf Emergencia,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_Teléfono emergencia,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_UNIVERSIDAD,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_ZURICH,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_birthdate,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_category,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_club,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_comments,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_document,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_dorsal,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_e-mail,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_event,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_gender,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_gunTime,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_medical reason,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_name,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_nationality,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_phone,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_status,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_statusNote,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_surname,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_team,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_user_id,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,data_wave,[],28,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,event_id,['str'],0,0,['Maratón Silla de Ruedas'],{'str': ['Maratón Silla de Ruedas']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,issue_id,['str'],0,0,"['dc85f350-f1b7-11ef-9681-733b5a1624ca', 'e5f73f70-f1b7-11ef-9681-733b5a1624ca']","{'str': ['dc85f350-f1b7-11ef-9681-733b5a1624ca', 'e5f73f70-f1b7-11ef-9681-733b5a1624ca']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,race_id,['str'],0,0,['af5c5746-04e8-42ab-9610-b12f0d9125b1'],{'str': ['af5c5746-04e8-42ab-9610-b12f0d9125b1']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-Maratón Silla de Ruedas,event_std,['str'],0,0,['maraton'],{'str': ['maraton']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,athlete_id,"['str', 'int']",0,0,"[8250, 6776, 7240, 8354, 6972, 12322, 1443, 9141, 7312, 14109]","{'str': ['2789509d-c8a1-5545-92c0-c48570247463', '9ea37905-4ea7-5bb5-80f3-9770c6422314', 'c7aaf1f4-9f6b-57d0-b67c-bb4fead2b4be'], 'int': [8250, 6776, 7240]}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Camiseta Finisher,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Camiseta entregada,['str'],13961,0,['Sí'],{'str': ['Sí']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Código Postal,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Dorsal entregado,['str'],3032,0,['Sí'],{'str': ['Sí']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_EPC,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Email,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Emergency Phone,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Federado,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_LOCALIZADOR,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Language,['str'],15157,0,"['en', 'es']","{'str': ['en', 'es']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Licencia,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Localidad,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Medal,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Message,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Nacionalidad,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_PAIS,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_PAÍS,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_PAíS,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Pais,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_País de residencia,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Pers Contacto,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Pic,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Provincia,['str'],15296,0,['Barcelona'],{'str': ['Barcelona']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_TALLA,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_TIEMPO ESTIMADO,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Talla,['str'],15296,0,['Hombre - S'],{'str': ['Hombre - S']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Telf Emergencia,['str'],15295,0,"['+3463847975', '+34 657 31 54 75']","{'str': ['+3463847975', '+34 657 31 54 75']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_Teléfono emergencia,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_UNIVERSIDAD,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_ZURICH,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_birthdate,['Timestamp'],15285,0,"[Timestamp('1968-01-28 00:00:00'), Timestamp('2002-04-15 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('1995-03-31 00:00:00'), Timestamp('1996-10-15 00:00:00'), Timestamp('1984-06-14 00:00:00'), Timestamp('1994-06-14 00:00:00'), Timestamp('1951-08-24 00:00:00'), Timestamp('1991-10-11 00:00:00'), Timestamp('1964-12-27 00:00:00')]","{'Timestamp': [Timestamp('1968-01-28 00:00:00'), Timestamp('2002-04-15 00:00:00'), Timestamp('2022-04-15 00:00:00')]}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_category,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_club,['str'],15288,0,"['ASD PODISTICA BARCELLONA', 'CAPIS RUNNING TEAM', 'A.S.D. PIANO MA ARRIVIAMO', 'CDA CAMAS']","{'str': ['ASD PODISTICA BARCELLONA', 'CAPIS RUNNING TEAM', 'A.S.D. PIANO MA ARRIVIAMO']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_comments,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_document,['str'],15290,0,"['33987532H', '30536157T', '07051001Y', '39919129F', 'PH9178354', '05706176Z', '35031866']","{'str': ['33987532H', '30536157T', '07051001Y']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_dorsal,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_e-mail,['str'],15296,0,['tzil987@gmail.com'],{'str': ['tzil987@gmail.com']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_event,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_gender,['str'],15295,0,"['female', 'male']","{'str': ['female', 'male']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_gunTime,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_medical reason,[],15297,0,[],{}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_name,['str'],15286,0,"['CELESTE AGATE', 'ANDRES MARTIN', 'MARCO', 'LAURA', 'XAVIER', 'KA MAN', 'HUGO MIGUEL', 'SEBASTIEN', 'KAMAL', 'ANTONIO']","{'str': ['CELESTE AGATE', 'ANDRES MARTIN', 'MARCO']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_nationality,['str'],15296,0,['MAR'],{'str': ['MAR']}
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_phone,['str'],15295,0,"['689723994', '+34 63847975']","{'str': ['689723994', '+34 63847975']}"
issues_data_df,af5c5746-04e8-42ab-9610-b12f0d9125b1-independiente,data_status,[],15297,0,[],{}
