
=== Evento(s): Stage 6 & Stage 3 & Stage 4 & Stage 2 & Stage 5 & Stage 1 ===
                                  athlete_id    split  netTime_sec         anomaly_type
165833  b38bf9bf-2e48-5b4d-a732-40fd2fc20898      EH1     3225.003  Velocidad imposible
165834  b38bf9bf-2e48-5b4d-a732-40fd2fc20898      CP2     4817.033  Velocidad imposible
165860  b38bf9bf-2e48-5b4d-a732-40fd2fc20898      CP1     1714.730  Velocidad imposible
165861  b38bf9bf-2e48-5b4d-a732-40fd2fc20898      EH1     2512.790  Velocidad imposible
165862  b38bf9bf-2e48-5b4d-a732-40fd2fc20898      CP2     4492.193  Velocidad imposible
165863  b38bf9bf-2e48-5b4d-a732-40fd2fc20898      CP3     5055.858  Velocidad imposible
165884  b6b93f24-54c9-578b-a560-0010ce43520f      CP2     5070.585  Velocidad imposible
165910  b6b93f24-54c9-578b-a560-0010ce43520f      CP1     1642.200  Velocidad imposible
165911  b6b93f24-54c9-578b-a560-0010ce43520f      EH1     2455.710  Velocidad imposible
165912  b6b93f24-54c9-578b-a560-0010ce43520f      CP2     4487.571  Velocidad imposible
165913  b6b93f24-54c9-578b-a560-0010ce43520f      CP3     5048.137  Velocidad imposible
165961  0a0c5e60-9a5d-5b30-9b15-1c96a30087dd      CP1     1955.810  Velocidad imposible
165962  0a0c5e60-9a5d-5b30-9b15-1c96a30087dd      EH1     2902.800  Velocidad imposible
166075  03c86e26-5e1c-56f4-b245-c1b6fa9cf4be     Meta     9490.348  Velocidad imposible
166079  03c86e26-5e1c-56f4-b245-c1b6fa9cf4be      CP2     5071.926  Velocidad imposible
166106  03c86e26-5e1c-56f4-b245-c1b6fa9cf4be      CP1     1846.320  Velocidad imposible
166107  03c86e26-5e1c-56f4-b245-c1b6fa9cf4be      EH1     2710.470  Velocidad imposible
166157  ca6a55fd-85ec-5ffd-ad6c-35253d539e84      CP1     2091.170  Velocidad imposible
166158  ca6a55fd-85ec-5ffd-ad6c-35253d539e84      EH1     2971.110  Velocidad imposible
166533  569487fe-7950-5c45-9983-aca0489e9def      CP2     5061.065  Velocidad imposible
166559  569487fe-7950-5c45-9983-aca0489e9def      CP1     1698.550  Velocidad imposible
166560  569487fe-7950-5c45-9983-aca0489e9def      EH1     2529.520  Velocidad imposible
166561  569487fe-7950-5c45-9983-aca0489e9def      CP2     4535.624  Velocidad imposible
166562  569487fe-7950-5c45-9983-aca0489e9def      CP3     5058.778  Velocidad imposible
166579  1e93d7d5-a5df-5688-a7e8-be2554c23138     Meta     8075.145  Velocidad imposible
166581  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP1     1680.554  Velocidad imposible
166582  1e93d7d5-a5df-5688-a7e8-be2554c23138      EH1     2934.121  Velocidad imposible
166583  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP2     4439.807  Velocidad imposible
166585  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP3     8120.546  Velocidad imposible
166588  1e93d7d5-a5df-5688-a7e8-be2554c23138   Lastkm    12596.246  Velocidad imposible
166589  1e93d7d5-a5df-5688-a7e8-be2554c23138     Meta    12762.355  Velocidad imposible
166598  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP1     2195.895  Velocidad imposible
166599  1e93d7d5-a5df-5688-a7e8-be2554c23138      EH1     3040.728  Velocidad imposible
166600  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP2     3701.854  Velocidad imposible
166607  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP1     1381.730  Velocidad imposible
166608  1e93d7d5-a5df-5688-a7e8-be2554c23138      EH1     2062.390  Velocidad imposible
166609  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP2     3802.094  Velocidad imposible
166610  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP3     4317.882  Velocidad imposible
166611  1e93d7d5-a5df-5688-a7e8-be2554c23138      EH2     6839.662  Velocidad imposible
166612  1e93d7d5-a5df-5688-a7e8-be2554c23138      CP4     7498.460  Velocidad imposible
166614  1e93d7d5-a5df-5688-a7e8-be2554c23138     Meta     8698.661  Velocidad imposible
166709  e6eb2189-19bf-532e-991b-48c00ab96391      CP1     2019.990  Velocidad imposible
166710  e6eb2189-19bf-532e-991b-48c00ab96391      EH1     2874.330  Velocidad imposible
166759  cdb79cf3-2f1c-540e-819d-a8fa805668d1      CP1     1654.000  Velocidad imposible
166760  cdb79cf3-2f1c-540e-819d-a8fa805668d1      EH1     2455.160  Velocidad imposible
166761  cdb79cf3-2f1c-540e-819d-a8fa805668d1      CP2     4480.949  Velocidad imposible
166762  cdb79cf3-2f1c-540e-819d-a8fa805668d1      CP3     5054.219  Velocidad imposible
166783  b3a4e506-a178-53cd-89bd-e4a5efc048c5      CP2     5066.960  Velocidad imposible
166910  3328bf7b-29ff-523b-a1f3-524496081bc8      CP1     1642.020  Velocidad imposible
166911  3328bf7b-29ff-523b-a1f3-524496081bc8      EH1     2453.380  Velocidad imposible
166912  3328bf7b-29ff-523b-a1f3-524496081bc8      CP2     4481.990  Velocidad imposible
166913  3328bf7b-29ff-523b-a1f3-524496081bc8      CP3     5050.222  Velocidad imposible
166933  3ad5684e-6c81-5a5b-9ae9-25e1a708bfca      EH1     3215.451  Velocidad imposible
166934  3ad5684e-6c81-5a5b-9ae9-25e1a708bfca      CP2     4825.772  Velocidad imposible
166960  3ad5684e-6c81-5a5b-9ae9-25e1a708bfca      CP1     1658.380  Velocidad imposible
166961  3ad5684e-6c81-5a5b-9ae9-25e1a708bfca      EH1     2457.830  Velocidad imposible
166962  3ad5684e-6c81-5a5b-9ae9-25e1a708bfca      CP2     4535.160  Velocidad imposible
166963  3ad5684e-6c81-5a5b-9ae9-25e1a708bfca      CP3     5073.385  Velocidad imposible
167061  ed945dfc-1285-5ffa-9acb-7d97f07770e6      CP1     1699.370  Velocidad imposible
167062  ed945dfc-1285-5ffa-9acb-7d97f07770e6      EH1     2530.350  Velocidad imposible
167063  ed945dfc-1285-5ffa-9acb-7d97f07770e6      CP2     4493.094  Velocidad imposible
167064  ed945dfc-1285-5ffa-9acb-7d97f07770e6      CP3     5057.201  Velocidad imposible
167122  ed3c0f57-5bc7-5670-8de2-a5a9456c534a      EH1     8450.049    Outlier de tiempo
167123  ed3c0f57-5bc7-5670-8de2-a5a9456c534a      CP2    11832.919    Outlier de tiempo
167126  ed3c0f57-5bc7-5670-8de2-a5a9456c534a      CP4    30502.507    Outlier de tiempo
167171  8a5740ea-f2ff-5f5f-8728-655986385236      CP1     1961.690  Velocidad imposible
167172  8a5740ea-f2ff-5f5f-8728-655986385236      EH1     2855.980  Velocidad imposible
167221  bf28ea9a-cbf7-5266-b015-f0a020003eaf      CP1     1726.170  Velocidad imposible
167222  bf28ea9a-cbf7-5266-b015-f0a020003eaf      EH1     2568.820  Velocidad imposible
167223  bf28ea9a-cbf7-5266-b015-f0a020003eaf      CP2     4611.475  Velocidad imposible
167272  8e77f47a-5830-5d48-8e78-85e612a7d4a6      CP1     1956.040  Velocidad imposible
167273  8e77f47a-5830-5d48-8e78-85e612a7d4a6      EH1     2903.470  Velocidad imposible
167292  a52571ad-b18d-5fb9-9082-5ce71c5836df     Meta     8758.567  Velocidad imposible
167322  a52571ad-b18d-5fb9-9082-5ce71c5836df      CP1     1468.060  Velocidad imposible
167323  a52571ad-b18d-5fb9-9082-5ce71c5836df      EH1     2212.250  Velocidad imposible
167324  a52571ad-b18d-5fb9-9082-5ce71c5836df      CP2     3989.577  Velocidad imposible
167325  a52571ad-b18d-5fb9-9082-5ce71c5836df      CP3     4472.123  Velocidad imposible
167326  a52571ad-b18d-5fb9-9082-5ce71c5836df      EH2     7097.011  Velocidad imposible
167327  a52571ad-b18d-5fb9-9082-5ce71c5836df      CP4     7835.578  Velocidad imposible
167371  bd10d2ef-c894-52b4-a0b1-0e5d0a945fdc      CP1     1815.560  Velocidad imposible
167372  bd10d2ef-c894-52b4-a0b1-0e5d0a945fdc      EH1     2713.250  Velocidad imposible
167394  98f35636-901b-56a2-9a98-0f27635a518d      EH1     3014.188  Velocidad imposible
167395  98f35636-901b-56a2-9a98-0f27635a518d      CP2     4584.012  Velocidad imposible
167421  98f35636-901b-56a2-9a98-0f27635a518d      CP1     1641.870  Velocidad imposible
167422  98f35636-901b-56a2-9a98-0f27635a518d      EH1     2453.120  Velocidad imposible
167423  98f35636-901b-56a2-9a98-0f27635a518d      CP2     4488.200  Velocidad imposible
167424  98f35636-901b-56a2-9a98-0f27635a518d      CP3     5046.519  Velocidad imposible
167523  8ccf0b03-ef6c-545e-a16a-28de9c010d4a      CP1     2066.900  Velocidad imposible
167574  948d6d7e-459d-58c0-8f6f-3c1555fd1e25      CP1     1774.290  Velocidad imposible
167575  948d6d7e-459d-58c0-8f6f-3c1555fd1e25      EH1     2655.950  Velocidad imposible
167606  108c6543-d171-5c31-b66f-b347efcd3e69      CP1    10734.598    Outlier de tiempo
167661  fb67c899-4c1b-531c-b62d-8cfd18911233     Meta     8711.858  Velocidad imposible
167664  fb67c899-4c1b-531c-b62d-8cfd18911233      EH1     3010.652  Velocidad imposible
167665  fb67c899-4c1b-531c-b62d-8cfd18911233      CP2     4562.062  Velocidad imposible
167667  fb67c899-4c1b-531c-b62d-8cfd18911233      CP3     8705.428  Velocidad imposible
167691  fb67c899-4c1b-531c-b62d-8cfd18911233      CP1     1506.760  Velocidad imposible
167692  fb67c899-4c1b-531c-b62d-8cfd18911233      EH1     2255.290  Velocidad imposible
167693  fb67c899-4c1b-531c-b62d-8cfd18911233      CP2     3985.313  Velocidad imposible
167694  fb67c899-4c1b-531c-b62d-8cfd18911233      CP3     4466.643  Velocidad imposible
167695  fb67c899-4c1b-531c-b62d-8cfd18911233      EH2     7090.022  Velocidad imposible
167696  fb67c899-4c1b-531c-b62d-8cfd18911233      CP4     7839.394  Velocidad imposible
167704  35b3cb57-c982-559f-9b1b-4411975ea175      EH2     6229.302  Velocidad imposible
167705  35b3cb57-c982-559f-9b1b-4411975ea175      CP4    11464.162  Velocidad imposible
167706  35b3cb57-c982-559f-9b1b-4411975ea175  Last km    11595.201  Velocidad imposible
167707  35b3cb57-c982-559f-9b1b-4411975ea175     Meta    11708.618  Velocidad imposible
167711  35b3cb57-c982-559f-9b1b-4411975ea175     Meta     7940.628  Velocidad imposible
167713  35b3cb57-c982-559f-9b1b-4411975ea175      CP1     1683.668  Velocidad imposible
167714  35b3cb57-c982-559f-9b1b-4411975ea175      EH1     2938.043  Velocidad imposible
167715  35b3cb57-c982-559f-9b1b-4411975ea175      CP2     4443.139  Velocidad imposible
167716  35b3cb57-c982-559f-9b1b-4411975ea175      EH2     6363.100  Velocidad imposible
167717  35b3cb57-c982-559f-9b1b-4411975ea175      CP3     7312.326  Velocidad imposible
167718  35b3cb57-c982-559f-9b1b-4411975ea175      EH3     9354.356  Velocidad imposible
167719  35b3cb57-c982-559f-9b1b-4411975ea175      CP4     9671.820  Velocidad imposible
167720  35b3cb57-c982-559f-9b1b-4411975ea175   Lastkm    11236.926  Velocidad imposible
167721  35b3cb57-c982-559f-9b1b-4411975ea175     Meta    11368.318  Velocidad imposible
167723  35b3cb57-c982-559f-9b1b-4411975ea175      CP1     2914.313  Velocidad imposible
167724  35b3cb57-c982-559f-9b1b-4411975ea175      CP2     4868.114  Velocidad imposible
167725  35b3cb57-c982-559f-9b1b-4411975ea175      CP3     6025.623  Velocidad imposible
167726  35b3cb57-c982-559f-9b1b-4411975ea175      EH2     7802.513  Velocidad imposible
167727  35b3cb57-c982-559f-9b1b-4411975ea175     Meta    14068.267  Velocidad imposible
167728  35b3cb57-c982-559f-9b1b-4411975ea175      CP4    11061.471  Velocidad imposible
167730  35b3cb57-c982-559f-9b1b-4411975ea175      CP1     2070.340  Velocidad imposible
167731  35b3cb57-c982-559f-9b1b-4411975ea175      EH1     2868.896  Velocidad imposible
167732  35b3cb57-c982-559f-9b1b-4411975ea175      CP2     3519.001  Velocidad imposible
167733  35b3cb57-c982-559f-9b1b-4411975ea175      EH3     9345.050  Velocidad imposible
167734  35b3cb57-c982-559f-9b1b-4411975ea175      CP4    11121.787  Velocidad imposible
167735  35b3cb57-c982-559f-9b1b-4411975ea175   Lastkm    11650.790  Velocidad imposible
167736  35b3cb57-c982-559f-9b1b-4411975ea175     Meta    11765.747  Velocidad imposible
167737  35b3cb57-c982-559f-9b1b-4411975ea175      EH2     6619.920  Velocidad imposible
167739  35b3cb57-c982-559f-9b1b-4411975ea175      CP1     1371.510  Velocidad imposible
167740  35b3cb57-c982-559f-9b1b-4411975ea175      EH1     2037.010  Velocidad imposible
167741  35b3cb57-c982-559f-9b1b-4411975ea175      CP2     3672.280  Velocidad imposible
167742  35b3cb57-c982-559f-9b1b-4411975ea175      CP3     4170.266  Velocidad imposible
167743  35b3cb57-c982-559f-9b1b-4411975ea175      EH2     6302.158  Velocidad imposible
167744  35b3cb57-c982-559f-9b1b-4411975ea175      CP4     6856.387  Velocidad imposible
167745  35b3cb57-c982-559f-9b1b-4411975ea175   Lastkm     7855.520  Velocidad imposible
167746  35b3cb57-c982-559f-9b1b-4411975ea175     Meta     7938.211  Velocidad imposible
167759  980ba00d-8eb8-5b52-9dbb-78db01d68609     Meta     9003.317  Velocidad imposible
167762  980ba00d-8eb8-5b52-9dbb-78db01d68609      EH1     3015.799  Velocidad imposible
167763  980ba00d-8eb8-5b52-9dbb-78db01d68609      CP2     4598.762  Velocidad imposible
167789  980ba00d-8eb8-5b52-9dbb-78db01d68609      CP1     1513.690  Velocidad imposible
167790  980ba00d-8eb8-5b52-9dbb-78db01d68609      EH1     2262.750  Velocidad imposible
167791  980ba00d-8eb8-5b52-9dbb-78db01d68609      CP2     4145.584  Velocidad imposible
167792  980ba00d-8eb8-5b52-9dbb-78db01d68609      CP3     4775.116  Velocidad imposible
167809  5ab3c7d9-7f24-568c-baa2-7e6c7796bf4a     Meta     9629.914  Velocidad imposible
167812  5ab3c7d9-7f24-568c-baa2-7e6c7796bf4a      EH1     3232.269  Velocidad imposible
167813  5ab3c7d9-7f24-568c-baa2-7e6c7796bf4a      CP2     5070.694  Velocidad imposible
167839  5ab3c7d9-7f24-568c-baa2-7e6c7796bf4a      CP1     1682.080  Velocidad imposible
167840  5ab3c7d9-7f24-568c-baa2-7e6c7796bf4a      EH1     2536.370  Velocidad imposible
167841  5ab3c7d9-7f24-568c-baa2-7e6c7796bf4a      CP2     4675.129  Velocidad imposible
167940  882c5efc-cd6c-504b-82f7-12aa0de41df6      CP1     1659.100  Velocidad imposible
167941  882c5efc-cd6c-504b-82f7-12aa0de41df6      EH1     2465.790  Velocidad imposible
167942  882c5efc-cd6c-504b-82f7-12aa0de41df6      CP2     4612.011  Velocidad imposible
167953  c690c665-7cf0-5934-86a1-c9703823df0b      CP4    12039.027  Velocidad imposible
167954  c690c665-7cf0-5934-86a1-c9703823df0b  Last km    12192.367  Velocidad imposible
167955  c690c665-7cf0-5934-86a1-c9703823df0b     Meta    12317.896  Velocidad imposible
167960  c690c665-7cf0-5934-86a1-c9703823df0b     Meta     8026.223  Velocidad imposible
167962  c690c665-7cf0-5934-86a1-c9703823df0b      CP1     1646.346  Velocidad imposible
167963  c690c665-7cf0-5934-86a1-c9703823df0b      EH1     2896.085  Velocidad imposible
167964  c690c665-7cf0-5934-86a1-c9703823df0b      CP2     4363.331  Velocidad imposible
167965  c690c665-7cf0-5934-86a1-c9703823df0b      EH2     6473.713  Velocidad imposible
167966  c690c665-7cf0-5934-86a1-c9703823df0b      CP3     7409.763  Velocidad imposible
167967  c690c665-7cf0-5934-86a1-c9703823df0b      EH3     9452.493  Velocidad imposible
167968  c690c665-7cf0-5934-86a1-c9703823df0b      CP4     9680.720  Velocidad imposible
167969  c690c665-7cf0-5934-86a1-c9703823df0b   Lastkm    11394.823  Velocidad imposible
167970  c690c665-7cf0-5934-86a1-c9703823df0b     Meta    11565.813  Velocidad imposible
167981  c690c665-7cf0-5934-86a1-c9703823df0b      CP1     2046.013  Velocidad imposible
167982  c690c665-7cf0-5934-86a1-c9703823df0b      EH1     2866.656  Velocidad imposible
167983  c690c665-7cf0-5934-86a1-c9703823df0b      CP2     3493.466  Velocidad imposible
167984  c690c665-7cf0-5934-86a1-c9703823df0b      EH2     6920.545  Velocidad imposible
167985  c690c665-7cf0-5934-86a1-c9703823df0b      EH3     9669.383  Velocidad imposible
167986  c690c665-7cf0-5934-86a1-c9703823df0b      CP4    11591.243  Velocidad imposible
167987  c690c665-7cf0-5934-86a1-c9703823df0b   Lastkm    12266.983  Velocidad imposible
167988  c690c665-7cf0-5934-86a1-c9703823df0b     Meta    12410.220  Velocidad imposible
167990  c690c665-7cf0-5934-86a1-c9703823df0b      CP1     1371.480  Velocidad imposible
167991  c690c665-7cf0-5934-86a1-c9703823df0b      EH1     2037.170  Velocidad imposible
167992  c690c665-7cf0-5934-86a1-c9703823df0b      CP2     3643.253  Velocidad imposible
167993  c690c665-7cf0-5934-86a1-c9703823df0b      CP3     4128.338  Velocidad imposible
167994  c690c665-7cf0-5934-86a1-c9703823df0b      EH2     6604.529  Velocidad imposible
167995  c690c665-7cf0-5934-86a1-c9703823df0b      CP4     7235.950  Velocidad imposible
167996  c690c665-7cf0-5934-86a1-c9703823df0b   Lastkm     8226.407  Velocidad imposible
167997  c690c665-7cf0-5934-86a1-c9703823df0b     Meta     8308.404  Velocidad imposible
168010  8f1cf582-450d-58db-a9ff-b7dc86757780     Meta     9500.044  Velocidad imposible
168013  8f1cf582-450d-58db-a9ff-b7dc86757780      EH1     3010.863  Velocidad imposible
168014  8f1cf582-450d-58db-a9ff-b7dc86757780      CP2     4584.528  Velocidad imposible
168040  8f1cf582-450d-58db-a9ff-b7dc86757780      CP1     1586.570  Velocidad imposible
168041  8f1cf582-450d-58db-a9ff-b7dc86757780      EH1     2371.970  Velocidad imposible
168042  8f1cf582-450d-58db-a9ff-b7dc86757780      CP2     4281.504  Velocidad imposible
168043  8f1cf582-450d-58db-a9ff-b7dc86757780      CP3     4796.352  Velocidad imposible
168091  d3a11503-906a-505b-9f70-66efe3e07e19      CP1     1903.870  Velocidad imposible
168092  d3a11503-906a-505b-9f70-66efe3e07e19      EH1     2790.510  Velocidad imposible
168138  e22ccbbf-fc21-54b3-a1cc-834af1c6fa3b      CP1     1906.610  Velocidad imposible
168139  e22ccbbf-fc21-54b3-a1cc-834af1c6fa3b      EH1     2736.810  Velocidad imposible
168158  ce49e287-e3fe-5b41-8aa9-6528bd48a752     Meta     9189.700  Velocidad imposible
168161  ce49e287-e3fe-5b41-8aa9-6528bd48a752      EH1     3005.459  Velocidad imposible
168162  ce49e287-e3fe-5b41-8aa9-6528bd48a752      CP2     4581.381  Velocidad imposible
168181  ce49e287-e3fe-5b41-8aa9-6528bd48a752      CP1     1643.090  Velocidad imposible
168182  ce49e287-e3fe-5b41-8aa9-6528bd48a752      EH1     2454.110  Velocidad imposible
168183  ce49e287-e3fe-5b41-8aa9-6528bd48a752      CP2     4488.728  Velocidad imposible
168184  ce49e287-e3fe-5b41-8aa9-6528bd48a752      CP3     5057.096  Velocidad imposible
168232  4b44c902-9bfc-50e0-a705-ca7716526075      CP1     1907.420  Velocidad imposible
168233  4b44c902-9bfc-50e0-a705-ca7716526075      EH1     2736.530  Velocidad imposible
168264  3929bc12-da28-5973-bed5-67f211087e7b      CP1     7120.084    Outlier de tiempo
168384  c1602991-71db-54c9-921b-dd69e62aa950      CP1     1978.580  Velocidad imposible
168385  c1602991-71db-54c9-921b-dd69e62aa950      EH1     2867.580  Velocidad imposible
168404  8ad7c467-22a3-50ea-9cec-58d8895bf3de     Meta     9409.482  Velocidad imposible
168407  8ad7c467-22a3-50ea-9cec-58d8895bf3de      EH1     3227.678  Velocidad imposible
168408  8ad7c467-22a3-50ea-9cec-58d8895bf3de      CP2     4842.434  Velocidad imposible
168435  8ad7c467-22a3-50ea-9cec-58d8895bf3de      CP1     1824.460  Velocidad imposible
168436  8ad7c467-22a3-50ea-9cec-58d8895bf3de      EH1     2722.580  Velocidad imposible
168517  2f96ded9-1db9-55dd-ad34-45039f6302d0      CP1     6490.119    Outlier de tiempo
168559  0f31d009-3f13-5880-8f37-2a7a02312063      EH1     3211.310  Velocidad imposible
168560  0f31d009-3f13-5880-8f37-2a7a02312063      CP2     4829.243  Velocidad imposible
168586  0f31d009-3f13-5880-8f37-2a7a02312063      CP1     1684.300  Velocidad imposible
168587  0f31d009-3f13-5880-8f37-2a7a02312063      EH1     2512.260  Velocidad imposible
168588  0f31d009-3f13-5880-8f37-2a7a02312063      CP2     4492.838  Velocidad imposible
168589  0f31d009-3f13-5880-8f37-2a7a02312063      CP3     5047.481  Velocidad imposible
168687  505d3f13-ace2-55b1-bf90-8dcbe862a269      CP1     1786.720  Velocidad imposible
168688  505d3f13-ace2-55b1-bf90-8dcbe862a269      EH1     2619.720  Velocidad imposible
168689  505d3f13-ace2-55b1-bf90-8dcbe862a269      CP3     4922.012  Velocidad imposible
168788  68e1484b-ae84-509a-b21a-adf99dd6a5b7      CP1     2104.850  Velocidad imposible
168808  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632     Meta     8757.729  Velocidad imposible
168811  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      EH1     3008.956  Velocidad imposible
168812  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      CP2     4566.254  Velocidad imposible
168814  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      CP3     8673.279  Velocidad imposible
168829  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      CP1     2269.459  Velocidad imposible
168838  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      CP1     1581.950  Velocidad imposible
168839  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      EH1     2372.760  Velocidad imposible
168840  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      CP2     4283.176  Velocidad imposible
168841  36fc6dee-a9f0-59cc-8d69-0d80bf0eb632      CP3     4796.935  Velocidad imposible
168858  eec489f3-7754-5def-a90f-548a1badc060     Meta     8582.906  Velocidad imposible
168861  eec489f3-7754-5def-a90f-548a1badc060      EH1     3017.424  Velocidad imposible
168862  eec489f3-7754-5def-a90f-548a1badc060      CP2     4554.087  Velocidad imposible
168864  eec489f3-7754-5def-a90f-548a1badc060      CP3     8696.332  Velocidad imposible
168870  eec489f3-7754-5def-a90f-548a1badc060      CP1    10740.994    Outlier de tiempo
168871  eec489f3-7754-5def-a90f-548a1badc060      CP2    13592.059    Outlier de tiempo
168873  eec489f3-7754-5def-a90f-548a1badc060      EH2    17621.373    Outlier de tiempo
168888  eec489f3-7754-5def-a90f-548a1badc060      CP1     1465.360  Velocidad imposible
168889  eec489f3-7754-5def-a90f-548a1badc060      EH1     2210.410  Velocidad imposible
168890  eec489f3-7754-5def-a90f-548a1badc060      CP2     3986.686  Velocidad imposible
168891  eec489f3-7754-5def-a90f-548a1badc060      CP3     4468.501  Velocidad imposible
168892  eec489f3-7754-5def-a90f-548a1badc060      EH2     7097.633  Velocidad imposible
168893  eec489f3-7754-5def-a90f-548a1badc060      CP4     7842.307  Velocidad imposible
169010  b1320dca-b96c-5557-8e69-fdfb7af3ee93     Meta     8983.546  Velocidad imposible
169013  b1320dca-b96c-5557-8e69-fdfb7af3ee93      EH1     3010.606  Velocidad imposible
169014  b1320dca-b96c-5557-8e69-fdfb7af3ee93      CP2     4582.598  Velocidad imposible
169040  b1320dca-b96c-5557-8e69-fdfb7af3ee93      CP1     1548.450  Velocidad imposible
169041  b1320dca-b96c-5557-8e69-fdfb7af3ee93      EH1     2326.390  Velocidad imposible
169042  b1320dca-b96c-5557-8e69-fdfb7af3ee93      CP2     4284.959  Velocidad imposible
169043  b1320dca-b96c-5557-8e69-fdfb7af3ee93      CP3     4803.819  Velocidad imposible
169072  fdfef3ce-3f42-5c57-8f31-b09526005ffe      CP1     6011.032    Outlier de tiempo
169170  0a6e3323-3dac-5f3e-8fd0-1bd50da1b34f     Meta    49737.868    Outlier de tiempo
169219  f692b6a4-11fa-5225-bc0a-c04da4d986b7     Meta    49658.351    Outlier de tiempo
169233  f692b6a4-11fa-5225-bc0a-c04da4d986b7      CP1     1969.810  Velocidad imposible
169234  f692b6a4-11fa-5225-bc0a-c04da4d986b7      EH1     2789.550  Velocidad imposible
169253  9b66c570-6615-5073-a4e0-761b000ecd15     Meta     8696.050  Velocidad imposible
169256  9b66c570-6615-5073-a4e0-761b000ecd15      EH1     3009.612  Velocidad imposible
169257  9b66c570-6615-5073-a4e0-761b000ecd15      CP2     4561.460  Velocidad imposible
169259  9b66c570-6615-5073-a4e0-761b000ecd15      CP3     8697.920  Velocidad imposible
169277  2c5f7689-d309-5c6c-9cd6-fd9276d16db7     Meta     8658.406  Velocidad imposible
169280  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      EH1     3002.501  Velocidad imposible
169281  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      CP2     4578.500  Velocidad imposible
169283  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      CP3     8381.398  Velocidad imposible
169307  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      CP1     1582.830  Velocidad imposible
169308  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      EH1     2373.460  Velocidad imposible
169309  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      CP2     4284.266  Velocidad imposible
169310  2c5f7689-d309-5c6c-9cd6-fd9276d16db7      CP3     4797.662  Velocidad imposible
169357  d90f857c-328c-5002-8364-536feca66f9c      CP1     2015.000  Velocidad imposible
169358  d90f857c-328c-5002-8364-536feca66f9c      EH1     2977.910  Velocidad imposible
169377  31037f60-8ad2-5de6-81e8-15584d8582ba     Meta     9453.343  Velocidad imposible
169380  31037f60-8ad2-5de6-81e8-15584d8582ba      EH1     3008.231  Velocidad imposible
169381  31037f60-8ad2-5de6-81e8-15584d8582ba      CP2     4586.288  Velocidad imposible
169407  31037f60-8ad2-5de6-81e8-15584d8582ba      CP1     1581.920  Velocidad imposible
169408  31037f60-8ad2-5de6-81e8-15584d8582ba      EH1     2373.040  Velocidad imposible
169409  31037f60-8ad2-5de6-81e8-15584d8582ba      CP2     4280.679  Velocidad imposible
169410  31037f60-8ad2-5de6-81e8-15584d8582ba      CP3     4796.526  Velocidad imposible
169471  b09f286b-d893-5548-8bdc-64ba245e9604      EH2     6227.946  Velocidad imposible
169472  b09f286b-d893-5548-8bdc-64ba245e9604      CP4    11452.830  Velocidad imposible
169473  b09f286b-d893-5548-8bdc-64ba245e9604  Last km    11585.135  Velocidad imposible
169474  b09f286b-d893-5548-8bdc-64ba245e9604     Meta    11689.116  Velocidad imposible
169478  b09f286b-d893-5548-8bdc-64ba245e9604     Meta     7941.447  Velocidad imposible
169480  b09f286b-d893-5548-8bdc-64ba245e9604      CP1     1684.564  Velocidad imposible
169481  b09f286b-d893-5548-8bdc-64ba245e9604      EH1     2937.257  Velocidad imposible
169482  b09f286b-d893-5548-8bdc-64ba245e9604      CP2     4444.990  Velocidad imposible
169483  b09f286b-d893-5548-8bdc-64ba245e9604      EH2     6512.778  Velocidad imposible
169484  b09f286b-d893-5548-8bdc-64ba245e9604      CP3     7411.170  Velocidad imposible
169485  b09f286b-d893-5548-8bdc-64ba245e9604      EH3     9451.380  Velocidad imposible
169486  b09f286b-d893-5548-8bdc-64ba245e9604      CP4     9681.158  Velocidad imposible
169487  b09f286b-d893-5548-8bdc-64ba245e9604   Lastkm    11238.590  Velocidad imposible
169488  b09f286b-d893-5548-8bdc-64ba245e9604     Meta    11369.541  Velocidad imposible
169490  b09f286b-d893-5548-8bdc-64ba245e9604      CP1     3071.992  Velocidad imposible
169491  b09f286b-d893-5548-8bdc-64ba245e9604      CP2     5134.112  Velocidad imposible
